r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.809789966079409,0.7305357852791627,0.057525795821062944,10.217630892184971,5.318793814760623e-4,5,29.50768493377981,-45.01536986755962,-38.782767562286466,0.03971060621815947,12,18
